compound,Gh,Hh,Cph,V,Hig,Sig,Cpig
Ethanol,,,,55.08,,,
Ethanol,,,,54.92,,,
Ethanol,,,,55.3,,,
Ethanol,,,,55.08,,,
n-Propanol,,,,70.5,,,
n-Propanol,,,,70.77,,,
n-Propanol,,,,70.7,,,
n-Propanol,,,,70.71,,,
n-Propanol,,,,70.95,,,
n-Propanol,,,,70.8,,,
n-Propanol,,,,70.65,,,
n-Propanol,,,,70.7,,,
n-Propanol,,,,70.69,,,
n-Propanol,,,,70.63,,,
n-Propanol,,,,70.75,,,
n-Propanol,,,,70.66,,,
n-Propanol,,,,70.3,,,
n-Propanol,,,,70.74,,,
n-Propanol,,,,70.4,,,
n-Propanol,,,,71.5,,,
n-Propanol,,,,70.66,,,
n-Butanol,,,,86.59,,,
n-Butanol,,,,86.52,,,
n-Butanol,,,,86.63,,,
n-Butanol,,,,86.45,,,
n-Butanol,,,,86.08,,,
n-Butanol,,,,86.5,,,
n-Butanol,,,,86.09,,,
n-Butanol,,,,86.43,,,
n-Butanol,,,,86.65,,,
n-Butanol,,,,86.6,,,
n-Butanol,,,,86.48,,,
n-Butanol,,,,86.62,,,
n-Butanol,,,,85.9,,,
n-Butanol,,,,86.63,,,
n-Butanol,,,,86.12,,,
n-Butanol,,,,86.8,,,
n-Butanol,,,,86.59,,,
n-Butanol,,,,86.6,,,
1-Pentanol,,,,102.1,,,
1-Pentanol,,,,102.47,,,
1-Pentanol,,,,102.62,,,
1-Pentanol,,,,102.5,,,
1-Pentanol,,,,102.3,,,
1-Pentanol,,,,101.52,,,
1-Pentanol,,,,101.95,,,
1-Pentanol,,,,101.95,,,
1-Pentanol,,,,102.88,,,
1-Pentanol,,,,102.62,,,
1-Pentanol,,,,102.3,,,
1-Pentanol,,,,102.55,,,
1-Pentanol,,,,101.81,,,
n-Hexanol,,,,118.47,,,
n-Hexanol,,,,115.5,,,
n-Hexanol,,,,118.65,,,
n-Hexanol,,,,117.56,,,
n-Heptanol,,,,129.4,,,
n-Heptanol,,,,133.43,,,
n-Octanol,,,,151.2,,,
2-Propanol,,,,71.7,,,
2-Propanol,,,,71.82,,,
2-Propanol,,,,72.44,,,
2-Propanol,,,,71.6,,,
2-Propanol,,,,71.83,,,
2-Propanol,,,,71.7,,,
2-Propanol,,,,71.93,,,
2-Propanol,,,,70.9,,,
2-Propanol,,,,71.9,,,
2-Butanol,,,,86.55,,,
2-Butanol,,,,83.99,,,
2-Butanol,,,,86.53,,,
2-Butanol,,,,86.64,,,
2-Butanol,,,,86.66,,,
2-Butanol,,,,86.63,,,
2-Butanol,,,,86.3,,,
2-Butanol,,,,86.6,,,
2-Methyl-1-propanol,,,,86.71,,,
2-Methyl-1-propanol,,,,86.46,,,
2-Methyl-1-propanol,,,,86.75,,,
2-Methyl-1-propanol,,,,86.7,,,
2-Methyl-2-propanol,,,,87.81,,,
2-Methyl-2-propanol,,,,87.85,,,
2-Methyl-2-propanol,,,,87.52,,,
2-Methyl-2-propanol,,,,87.81,,,
2-Methyl-2-propanol,,,,87.9,,,
2-Methyl-2-propanol,,,,87.76,,,
2-Methyl-2-propanol,,,,87.76,,,
2-Methyl-2-propanol,,,,87.73,,,
2-Methyl-2-propanol,,,,87.9,,,
2-Methyl-2-propanol,,,,88.3,,,
2-Methyl-2-propanol,,,,87.86,,,
2-Methyl-2-propanol,,,,87.9,,,
"2,2-Dimethyl-1-propanol",,,,102.29,,,
"2,2-Dimethyl-1-propanol",,,,102.32,,,
"2,2-Dimethyl-1-propanol",,,,101.9,,,
"2,2-Dimethyl-1-propanol",,,,99.7,,,
2-Methyl-1-butanol,,,,101.2,,,
2-Methyl-2-butanol,,,,101.37,,,
2-Methyl-2-butanol,,,,101.38,,,
2-Methyl-2-butanol,,,,101.15,,,
2-Pentanol,,,,102.55,,,
3-Methyl-1-butanol,,,,101.2,,,
3-Methyl-1-butanol,,,,107.2,,,
3-Pentanol,,,,101.14,,,
3-Pentanol,,,,101.16,,,
3-Pentanol,,,,101.28,,,
3-Pentanol,,,,101.28,,,
"2,3-Dimethyl-2-butanol",,,,112.7,,,
2-Hexanol,,,,118.49,,,
2-Hexanol,,,,117.1,,,
3-Hexanol,,,,117.14,,,
3-Hexanol,,,,117.14,,,
3-Hexanol,,,,114.9,,,
3-Methyl-3-pentanol,,,,113.2,,,
4-Methyl-2-pentanol,,,,116.6,,,
3-Heptanol,,,,133.3,,,
2-Heptanol,,,,134.39,,,
3-Ethyl-3-Pentanol,,,,125.9,,,
4-Heptanol,,,,133.2,,,
2-Propen-1-ol,,,,64.3,,,
2-Propen-1-ol,,,,62.9,,,
4-Penten-1-ol,,,,92.1,,,
Cyclobutanol,,,,75.6,-143.3,311.38,94.5
Cyclopropanemethanol,,,,76,,,
Cyclopentanol,,,,88.97,,,
Cyclopentanol,,,,88.2,,,
Cyclopentanol,,,,89.06,,,
Cyclopentanol,,,,89.06,,,
Cyclopentanol,,,,88.5,,,
2-Cyclopropylethanol,,,,92.4,,,
Cyclohexanol,,,,103.51,,,
Cyclohexanol,,,,103.45,,,
Cyclohexanol,,,,103.54,,,
Cyclohexanol,,,,103.54,,,
Cyclohexanol,,,,102.7,,,
Cyclohexanol,,,,103,,,
Cyclopentanemethanol,,,,103.6,,,
Cycloheptanol,,,,116.9,,,
Cycloheptanol,,,,116.88,,,
Cycloheptanol,,,,116.88,,,
Cyclohexanemethanol,,,,118.1,,,
2-Cyclopentylethanol,,,,118.2,,,
Cyclooctanol,,,,129.7,,,
Acetone,,,,65.49,,,
Acetone,,,,66.93,,,
Acetone,,,,66.92,,,
Acetone,,,,66.8,,,
Acetone,,,,66.92,,,
Acetone,,,,67,,,
2-Butanone,,,,82.44,,,
2-Butanone,,,,82.51,,,
2-Butanone,,,,82.52,,,
2-Butanone,,,,82.9,,,
2-Butanone,,,,82.5,,,
2-Pentanone,,,,98,,,
2-Pentanone,,,,98,,,
3-Methyl-2-butanone,,,,95,,,
3-Methyl-2-butanone,,,,96.3,,,
3-Pentanone,,,,98.08,,,
3-Pentanone,,,,96.4,,,
2-Hexanone,,,,113,,,
2-Methyl-3-pentanone,,,,112.7,,,
"3,3-Dimethyl-2-butanone",,,,113.4,,,
3-Hexanone,,,,113.1,,,
3-Methyl-2-pentanone,,,,113.2,,,
4-Methyl-2-pentanone,,,,114.4,,,
Diethyl ether,,,,90.4,,,
Diethyl ether,,,,90.5,,,
Diethyl ether,,,,89.9,,,
Diethyl ether,,,,90.4,,,
Diethyl ether,,,,89.3,,,
"2,2'-Oxybispropane",,,,115,,,
"2,2'-Oxybispropane",,,,117.2,,,
"1,2-Dimethoxyethane",,,,95.06,,,
"1,2-Dimethoxyethane",,,,95.26,,,
"1,2-Dimethoxyethane",,,,94.84,,,
"1,2-Dimethoxyethane",,,,94.72,,,
"1,2-Dimethoxyethane",,,,96.08,,,
"1,2-Dimethoxyethane",,,,95.59,,,
"1,2-Dimethoxyethane",,,,95.89,,,
"1,2-Dimethoxyethane",,,,95.88,,,
"1,2-Dimethoxyethane",,,,95.85,,,
"1,2-Dimethoxyethane",,,,95.7,,,
"1,2-Dimethoxyethane",,,,95.45,,,
"1,2-Dimethoxyethane",,,,95.6,,,
"1,2-Dimethoxyethane",,,,95.6,,,
"1,2-Diethoxyethane",,,,126.34,,,
"1,2-Diethoxyethane",,,,127.29,,,
Anesthenyl,,,,80.47,,,
Anesthenyl,,,,80.42,,,
Anesthenyl,,,,80.5,,,
Anesthenyl,,,,80.86,,,
"1,1-Dimethoxyethane",,,,101.54,-418.04,,
"1,1-Diethoxymethane",,,,113.88,,,
"1,1-Diethoxymethane",,,,114.59,,,
Diglyme,,,,132.42,,,
Diglyme,,,,132.9,,,
Diglyme,,,,132.69,,,
Diglyme,,,,132.72,,,
Diglyme,,,,132.4,,,
Diglyme,,,,131.6,,,
Diethylene glycol diethyl ether,,,,162.86,,,
Diethylene glycol diethyl ether,,,,164.16,,,
Diethylene glycol diethyl ether,,,,165,,,
Triglyme,,,,169.36,,,
Triglyme,,,,170.3,,,
Triglyme,,,,169.9,,,
Triglyme,,,,169.18,,,
Triglyme,,,,170.3,,,
Triglyme,,,,169.63,,,
Triglyme,,,,169.83,,,
Triglyme,,,,169,,,
Tetraglyme,,,,205.95,,,
Tetraglyme,,,,207,,,
Tetraglyme,,,,207.3,,,
Tetraglyme,,,,206.56,,,
Tetraglyme,,,,207.1,,,
Tetraglyme,,,,206.66,,,
Tetraglyme,,,,206.88,,,
Methyl Formate,,,,55.27,,,
Ethyl Formate,,,,72.8,,,
Methyl Acetate,,,,72.36,,,
Methyl Acetate,,,,72.23,,,
Methyl Acetate,,,,72.26,,,
Methyl Acetate,,,,72.46,,,
Ethyl Acetate,,,,88.87,,,
Ethyl Acetate,,,,89.05,,,
Ethyl Acetate,,,,88.93,,,
Ethyl Acetate,,,,88.97,,,
Ethyl Acetate,,,,88.8,,,
Isopropyl Acetate,,,,106.21,,,
Propyl Acetate,,,,104.9,,,
Propyl Acetate,,,,105.12,,,
Propyl Acetate,,,,105.24,,,
Isobutyl Acetate,,,,121.32,,,
Isobutyl Acetate,,,,121.43,,,
Isobutyl Acetate,,,,121.71,,,
Butyl Acetate,,,,121.02,,,
Butyl Acetate,,,,121.17,,,
Butyl Acetate,,,,121.14,,,
tert-Butyl Acetate,,,,122.07,,,
tert-Butyl Acetate,,,,121.27,,,
tert-Butyl Acetate,,,,122.11,,,
sec-Butyl Acetate,,,,119.47,,,
sec-Butyl Acetate,,,,121.73,,,
sec-Butyl Acetate,,,,122.1,,,
Diethyl Sulfide,,,,99.5,,,
Carbon Disulfide,,,,76.7,,,
Carbon Disulfide,,,,72.8,,,
Acetonitrile,,,,47.41,,,
Acetonitrile,,,,46.9,,,
Acetonitrile,,,,47.33,,,
Acetonitrile,,,,47.42,,,
Acetonitrile,,,,47.4,,,
Propanenitrile,,,,64.4,,,
Propanenitrile,,,,64.34,,,
Butanenitrile,,,,80.59,,,
Pentanenitrile,,,,96.73,,,
Hexanenitrile,,,,111.6,,,
Hexanenitrile,,,,111.91,,,
Octanenitrile,,,,146.18,,,
Ethylbenzene,,,,114.5,,,
2-Methyl-2-propanethiol,,,,,-109.57,,121.2
2-Methyloctane,,,,,,498.9,209.8
glucose,-98.3,-481.1645109,160.4,112.2,-781.0254891,465.4,202.6
xylose,-77.7,,,95.7,,,
Beta-L-Ribulofuranose,,,,,,,
fructose,,,,111,,,
